user_id Interactions
14 |[10980, 11326, 8683, 6663, 6594, 15300, 3725, 5330, 5423, 13048, 10789, 9309, 12693, 7230, 15371, 1635, 1415, 14663, 3766, 6311, 14635, 15508, 4258, 13179, 8512, 6812, 4219, 7539, 14211, 4940, 8016, 9241, 12166, 11477]|
15 |[15415, 4334, 4127, 6978, 8946, 4548, 15650, 11353, 2426, 2427]|
16 |[11456, 3556, 414, 10012, 6613, 935, 8473, 3576, 7979, 7655, 6289, 2912, 14690, 16538, 12912, 5540, 2782, 502, 9134, 6830, 7114, 11119, 15061, 10270, 12719, 5977, 7839, 15645, 1448, 2233, 13327, 106]|
17 |[14200, 10952, 15950, 11951, 9699, 15479, 8424, 10268, 7309, 5808, 10686, 14454, 1589, 4335, 11412, 3209, 11046, 6666, 862, 5228, 2150, 15219, 3289, 4656, 8287, 6572, 8551, 14654, 14571, 16676, 4982, 12209, 11065, 4328, 7138, 4689, 5522, 3896, 6813]|
18 |[1970, 3011, 4049, 14814, 8611, 12658, 14112, 10054, 16312, 9178, 13722, 3688, 2128, 11709, 5087, 15223, 15092, 6282, 13075, 15169, 12269, 41, 407, 11659, 5064, 5345, 15424, 2336, 14484, 14719, 11850, 12960, 10293, 13693, 1377, 6982, 14611, 11538, 1775]|
19 |[13543, 8167, 129, 478, 15748, 6480, 4409, 1917, 14882, 15024, 11756, 668, 8315, 4296, 704, 10873, 6372, 10066, 11612, 6972, 8034, 12847, 9599, 9268, 6259]|
20 |[13661, 2492, 3539, 6201, 8412, 1187, 7490, 4959, 3794, 14217, 1894, 4670, 14398, 1502, 11624, 6952, 5143, 5466, 6134]|
21 |[2461, 10411, 1234, 4742, 7264, 12817]|
22 |[5901, 1777, 1423]|
23 |[1836, 1655, 6592, 4653, 8325, 10671, 14767, 8458, 9265, 3876, 10104, 16707, 11476, 2982, 6123, 2165, 6143, 8143, 16339, 11387, 11248, 5466, 2790, 11624, 2980, 1502, 4959, 14217, 1187, 13661, 3539, 6201, 2492, 8412, 7490, 3794, 1894, 14398, 4670]|
24 |[3096, 6386, 7515, 1658, 14282, 9306, 5735, 3468, 5562, 3607, 2203, 16677, 1542, 4336, 13858, 1697, 11920, 16502, 6766, 9517, 4699, 7315, 10748, 6819, 15114, 3042, 9451, 10041, 4933, 119, 16016, 4494, 6385, 5224, 979, 6860, 8951, 5819]|
25 |[16319, 230, 16478, 6276, 5083, 3290, 9009, 10189, 5120, 15240, 5117, 14419, 1149, 15254, 4447, 6162, 3764, 4599, 5056, 2428, 1400, 10491, 5252, 6719, 16346, 11356, 5439, 10885, 13906, 5763, 16032, 12382, 11760, 15457, 13141, 11820, 16360, 15826, 15160]|
26 |[5056, 1400, 3764, 4447, 4599, 6162, 2428, 5439, 1149, 14419, 15240, 5120, 5763, 230, 6276, 16478, 16319, 10189, 12382, 5083, 11820, 15826, 3290, 15160, 2601, 353, 9009, 147, 5117, 10605, 7229, 772, 15254, 10491, 4571, 5252, 6719, 16346, 9319]|
27 |[12076, 13963, 16660, 12823, 13200, 5973, 5104, 5818, 9229, 7631, 11918, 3526, 14922, 16473, 748, 2952, 14556, 6414, 12760, 12392, 14421, 818, 2980, 11487, 3128, 11362, 2605, 11387, 193, 6123, 2790, 6744, 16766, 9186, 15158]|
28 |[13234, 421, 8368, 12256, 14109, 1776, 12313, 6402, 8706, 5042, 3490, 8760, 8751, 10228, 3378, 5918, 3813, 15546, 8087, 14404, 9048, 6467]|
29 |[13633, 6420, 2933, 15872, 814, 868, 5462, 1013, 12604, 399, 1222, 14826, 13752, 10342, 3681, 16481, 7924, 9048]|
30 |[257, 7274, 10586, 945, 10918, 10935, 2589, 2529, 9850, 14934, 14116, 7502, 5421, 7865, 1205, 10472, 6271, 13670, 16404, 9281, 3710, 14117, 4462, 2030, 16402]|
31 |[13038, 1389, 12103, 9564, 10493, 14893, 3299, 1173, 5171, 10140, 12656, 8968, 2255, 8269, 3833, 12701, 16450, 3394, 16167, 3123, 580, 5777, 12713, 1807, 2879, 13786, 4394, 1098, 2334, 11380, 9246, 15798, 10589, 12087, 14199, 12942, 8277, 5624]|
32 |[2765, 14196, 3928, 7296, 4470, 13244, 11092, 6860, 979, 13381, 1242, 8947, 16016, 6332, 9490, 119, 4933, 9976, 4275, 6258, 13699, 6551, 12594, 14859, 16735, 2688, 6662, 15340, 7315, 4699, 9517, 6766, 7135]|
33 |[14556, 2952, 748, 16473, 14922, 2980, 11918, 7631, 5973, 5104, 9229, 5818, 12823, 12760, 16660, 13963, 12076, 13200, 12392, 11387, 3526, 6123, 6414, 2790, 14421, 818, 11487, 3128, 11362, 16707, 2605, 8458, 193, 8325, 6592, 4653, 1836, 6744, 16766]|
34 |[8928, 10570, 13027, 2098, 15618, 5722, 12464, 11204, 15995, 2608, 10113, 10555, 5164, 1294, 13316]|
35 |[5453, 3837, 13861, 37, 6822, 547, 8077, 6186, 1512, 12955, 14370, 8542, 11300, 1701, 9958, 4313, 15876, 8364, 5901, 1777, 1423, 11228, 6495, 2916, 11570, 4892, 9111, 12698, 7312]|
36 |[4548, 8946, 2426, 6978, 4127, 15415, 4334, 9293, 5035, 11038, 11353, 15650, 2427, 6574, 9135, 14414]|
37 |[11353, 15650, 2427, 4334, 6574, 15415, 4127, 9135, 14414, 6978, 8946, 4548, 1798, 2426]|
38 |[16662, 12142, 11120, 11509, 1559, 6454, 12897, 3583, 13749, 15596, 16635, 14331, 4124, 10506, 15642, 11640, 13885, 5609, 8156, 14665, 1568, 1989, 6192, 6239, 962, 3674, 802, 12467, 12483, 10859, 7794, 16310, 6543, 11017, 4428, 3367, 3658, 12634, 7926]|
39 |[12062, 14519, 10448, 8165, 9031, 5187, 8915, 15366, 13333, 8465, 6944, 11100, 12913, 4268, 14698, 3388, 14276, 8609, 4149, 14512, 9385, 9243, 12995, 12207, 8966, 9690, 4716, 6669, 12277, 7094, 8593, 15036, 12919, 9089, 14378, 6482, 12750, 12148, 13753]|
40 |[12849, 6966, 1142, 3304, 10609, 3245, 482, 11496, 9963, 1417, 8186, 3433, 6600, 12370, 3368]|
41 |[2334, 11380, 1098, 9246, 4394, 13786, 15798, 10589, 12087, 2879, 1807, 14199, 12713, 5777, 580, 12942, 8277, 3123, 5624, 16167, 3394, 16450]|
42 |[8966, 4716, 6669, 12277, 8593, 12919, 12995, 9385, 9089, 3388, 14698, 4268, 14378, 6482, 12913, 11100, 12750, 12148, 3023, 13753, 477, 2581, 11562, 15366, 11385, 12650, 14816, 9031, 2742, 1749, 12062, 14960]|
43 |[2771, 10143, 2534, 3903, 4728, 1027, 15238, 1460, 7221, 13758, 5947, 6918, 8131, 389, 1769, 8415, 5577, 3311, 12370, 6600, 10044, 13867, 11496, 7363, 5665, 8736, 6528, 10609, 7275, 1417, 3304, 9176, 1142, 3421, 2709, 12849, 6966, 9799]|
44 |[8683, 6663, 6594, 3725, 10980, 5330, 11326, 5423, 10789, 9309, 12693, 7230, 15300, 15371, 1635, 1415, 14663, 3766, 6311, 13048, 14635, 15508, 4258, 13179, 8512, 6812, 4219, 7539, 14211, 4940, 8016, 9241, 12166, 11477, 8033, 13666, 15521, 4709, 7778]|
45 |[14325, 10145, 4853, 6013, 10195, 10507, 11604, 3568, 349, 12918, 2764, 10700, 13318, 8778, 14692, 6527, 12462, 14681, 7855, 16760, 6735, 2089, 12989, 16743, 6411, 5985, 14312, 2374, 7027, 2460, 13804, 4075, 11606, 12298, 3560, 7923, 2083, 8919, 10291]|
46 |[12785, 4022, 7241, 8711, 5895, 1952, 3118, 606, 889, 3284, 14007, 1827, 16357, 14207, 690, 5488, 11217, 3068, 8304, 15439, 403, 16481, 7924, 3681, 10342, 13752, 7356, 14826, 4186, 12767, 399, 1013]|
47 |[13670, 6271, 16404, 9281, 3710, 1205, 14117, 4462, 2030, 1463, 5421, 13881, 8130, 7502, 14116, 1272, 14934, 2241, 15633, 5798, 3228, 9850, 4826, 7135, 2589, 10935, 10918, 945]|
48 |[3583, 16635, 15596, 13749, 6454, 10506, 15642, 11120, 8156, 5609, 1568, 16662, 12142, 11509, 1559, 962, 802, 12897, 6543, 16310, 7794, 4428, 3367, 3658, 14331, 4124, 11640, 13885, 14290, 14665, 1989, 9234, 5367, 6192, 6239, 3674, 12467]|
49 |[1417, 10609, 3304, 1142, 6966, 11496, 12849, 6600, 5577, 3311, 3245, 12370, 482, 8415, 8131, 9963, 8186, 3433, 13758, 7221, 9743, 3368, 2823, 6757, 3260, 13614]|
50 |[3491, 9175, 14280, 472, 11668, 4529, 16296, 10425, 7577, 5619, 11231, 13306, 11199, 15170, 1326, 14511, 8885, 1725, 10138, 8880, 6608, 1467, 11862, 11877, 3187, 5686, 2077, 3763, 12631, 10857, 16691, 12205, 11126, 10584, 15158, 9186, 2324, 12757]|
51 |[4494, 6385]|
52 |[13633, 6420, 2933, 15872, 814, 868, 5462, 1013, 12604, 399, 1222, 14826, 13752, 10342, 3681, 16481, 7924, 9048, 15439, 8304, 3068, 11217, 5488, 14404, 14207, 8087, 5918, 3813, 15546, 3378, 3284, 889, 8751, 3118, 1952, 5895, 8711, 1776]|
53 |[12556, 1297, 16234, 10699, 9641, 8806, 5859, 14569, 15474, 1992, 4903, 1740, 250, 16422, 7849, 735, 2139, 15478, 8456, 7889, 6988, 12268, 5060, 8268, 15425, 9581, 9338, 5960, 15406, 7619, 13592, 3836]|
54 |[3011, 1970, 4049, 14814, 8611, 16312, 10054, 12658, 9178, 14112, 13722, 3688, 2128]|
55 |[5877, 11489, 3333, 9656, 10792, 8088, 15268, 13102, 12303, 15441, 9529, 1130, 1905, 13497, 8710, 9897, 10847, 16071, 9347, 1800, 12052, 610, 3403, 883, 9154, 15036, 7094, 9690, 12207, 9243, 14512, 4149, 8609, 14276, 14969, 6944, 8465, 13333]|
56 |[16323, 11955, 10972, 1220, 1202, 12188, 1883, 5201, 6182, 7389, 5542, 13404, 11288, 9763, 16018, 14137, 13439, 1150, 4782, 9973, 13937, 6717]|
57 |[10228, 8760, 5042, 3490, 8706, 6402, 12313, 14109, 13234, 8368, 12256, 421, 1776]|
58 |[11499, 8335, 7439, 3461, 4819, 9839, 3960, 6443, 15106, 12203, 4532, 5819, 8357, 209, 8951, 5224, 2531, 6385, 4494, 10041, 9451, 3042, 9666, 15114, 7701, 11743, 6819, 10748, 5026, 12848, 12621, 15330, 6307, 15321, 7593, 12124, 5427, 16502]|
59 |[13817, 9570, 5972, 4589, 5214, 4780, 5375, 7452, 5166, 9869, 5517, 11491, 13078, 733, 10445, 2208, 751, 11596, 13679, 8221, 16254, 4006, 5268, 9541, 373, 15450, 12407, 5770, 15715, 16490, 16534, 16028, 7926, 9149, 2288, 9929, 1921, 12634]|
60 |[13580, 16197, 6825, 8679, 5347, 4251, 86, 7817, 1348, 13169, 15627, 5290, 6657, 5162, 124, 6557, 3455, 12128, 6987, 16147, 6946, 6902, 12582, 12981, 9069, 128, 14623, 6584, 14930, 5158, 12558, 12476, 9721, 13937]|
61 |[5162, 6657, 124, 15627, 6557, 7817, 86, 9069, 5347, 6584, 6825, 13580, 16197, 8679, 12558, 4251, 1627, 1348, 13169, 5290, 3455, 12128, 6987, 16147, 6946, 6902, 12582, 12981, 128, 14623, 14930, 5158, 12476, 9721, 13937, 4782, 1150, 13439, 14137]|
62 |[16681, 7604, 14223, 1798, 6896, 16022, 13509, 14414, 9135, 6574, 2427, 15650, 11353, 4334, 15415, 6990, 4127, 6978, 8946, 4548, 2149, 2426, 9293, 5035, 11038, 10647]|
63 |[1242, 8947, 6332, 13381, 9490, 9976, 11092, 13244, 4275, 6258, 13699, 6551, 4470, 12594, 2765, 14196, 3928, 14859, 16735, 6662, 2688, 7296, 15340, 6860, 979, 7135, 4826, 16016, 119, 3228, 5798, 4933, 15633, 2241, 1272, 7315, 4699, 8130, 9517]|
64 |[833, 15600, 1775, 16490, 15715, 16028]|
65 |[6719, 16346, 5252, 10491, 11356, 15254, 10885, 13906, 5117, 9009, 16032, 3290, 5083, 11760, 15457, 13141, 16360, 16478, 6276, 16319, 230, 10189, 15952, 5120, 15240, 14419, 1149, 5924, 5056, 2428, 4447, 6162]|
66 |[16502, 16677, 2203, 3607, 5562, 3468, 10748, 6819, 5735, 9306, 15114, 3042, 1658, 9451, 10041, 6386, 3096, 4494, 6385, 5224, 7515, 8951, 14282, 5819, 15106, 9839, 1542, 8335, 7439, 11499, 4819]|
67 |[11231, 7577, 5619, 10425, 4529, 11668, 16296, 13306, 472, 15170, 14511, 14280, 9175, 3491, 10138, 8880, 6608, 11862, 1326, 11199, 16691, 12205, 11126, 8885, 10584, 1725, 2324, 1467, 12757, 3187, 5686, 11877, 2077, 3763, 9319, 4571, 12631, 772, 7229]|
68 |[7221, 13758, 8131, 3903, 4728, 2534, 10143, 2771, 1027, 8415, 15238, 1460, 3311, 5577, 12370, 6600, 5947, 6918, 389, 1769, 11496, 10609, 10044, 13867, 3304, 1417, 7363, 1142, 5665, 8736, 6528, 12849, 6966, 7275]|
69 |[15637, 13898, 4772, 4439, 120, 4722, 8285, 13711, 971, 9166, 11339, 8536, 15713, 14278, 12590, 169, 2382, 14888, 12761, 12796, 9340, 10821, 7757, 5935, 6625, 8621, 5269, 394, 5719, 7718, 769, 15227, 5011, 8382, 2808, 4386]|
70 |[2601, 147, 11820, 15826, 15160, 12382, 353, 10605, 772, 7229, 5763, 9319, 12757, 5439, 4571, 2324, 1400, 3764, 4447, 2428, 4599, 6162, 5056, 10584, 11126, 16691, 12205, 1149, 14419, 15240, 5120, 10189, 6276, 230, 16319, 16478, 11862, 6608]|
71 |[8760, 5042, 3490, 8706, 6402, 12313, 14109, 10228, 13234, 8368, 12256, 421, 1776, 8751, 6467, 4466, 4093, 5363, 15546]|
72 |[15036, 7094, 9690, 12207, 9243, 14512, 4149, 8609, 14276, 6944, 8465, 13333, 8915, 5187, 8165, 10448, 12052, 14519, 12062, 9347, 16071, 9031, 15366, 8710, 1130, 9529, 15441, 11100, 12913, 12303, 15268, 8088, 4268, 14698, 10792, 3388, 9656, 9385, 12995]|
73 |[2427, 11353, 15650, 6574, 9135, 14414, 4334, 15415, 4127, 6978, 1798, 8946, 4548, 7604, 16681, 2426, 14223, 6896, 9293]|
74 |[13817, 9570, 5972, 4589, 5214, 4780, 5375, 7452, 5166, 9869, 5517, 11491, 13078, 733, 10445, 2208, 751, 11596, 13679, 8221, 16254, 4006, 5268, 9541]|
75 |[5453, 3837, 13861, 37, 6822, 547, 8077, 6186, 1512, 12955, 14370, 8542, 11300, 1701, 9958, 4313, 15876, 8364, 5901, 1777, 1423, 11228, 6495, 2916, 11570, 4892, 9111, 12698]|
76 |[6944, 8465, 13333, 8915, 5187, 8165, 14276, 8609, 10448, 4149, 14512, 9243, 14519, 12062, 12207, 9690, 7094, 15036, 9031, 15366, 11100, 12913, 4268, 14698, 3388, 9385, 12995]|
77 |[9367, 10547, 2033, 4613, 7398, 1296, 1571, 14354, 11098, 9974, 14472, 16602, 7090, 15151, 13530, 13742, 5563, 14439, 1700, 5924, 13776, 15952, 16360, 13141, 13085, 11701, 11760, 15457, 16032, 13906, 11093, 10885, 12907, 11356, 16346, 6719, 5252, 10491, 15254]|
78 |[1205, 6271, 13670, 16404, 3710, 9281, 14117, 4462, 2030, 5421, 7502, 14116, 14934, 1463, 13881, 8130, 1272, 9850, 2241, 15633, 2589, 945, 10935, 10918, 5798, 3228, 7274, 257, 10586, 2529, 4826, 7135, 15340, 2688, 6662, 16735, 14859, 12594, 6258]|
79 |[15238, 1460, 1027, 2534]|
80 |[7794, 16310, 802, 6543, 4428, 962, 3367, 3658, 1568, 14290, 5609, 8156, 15642, 10506, 5367, 9234, 16635, 15596, 13749, 3583, 6454, 11120, 16662, 12142, 11509, 1559, 12897, 14331, 4124, 11640, 13885, 14665, 1989, 6192]|
81 |[14116, 7502, 5421, 14934, 9850, 2589, 10935, 945, 10918, 1205, 7274, 257, 10586, 6271, 2529, 13670, 16404, 9281, 3710, 14117, 4462, 2030, 1463, 13881, 8130, 1272, 2241, 15633, 7865, 5798, 3228, 4826, 10472, 7135, 15340, 6662, 2688, 16735, 14859]|
82 |[5973, 11918, 9229, 5104, 5818, 7631, 12823, 16660, 13963, 12076, 14922, 16473, 748, 2952, 14556, 13200, 12760, 3526, 2980, 12392, 6414, 14421, 818, 11487, 3128, 11387, 11362, 6123, 2605, 2790, 193, 6744, 16707]|
83 |[14814, 3011, 1970, 8611, 4049, 14112, 16312, 9178, 12658, 10054, 13722, 11709, 3688, 2128, 15223, 6282, 15092, 15169, 13075, 5087, 12269, 41, 11659, 5345, 15424, 407, 2336, 5064, 14719, 11850, 10293, 12960]|
84 |[13867, 7363, 10044, 5665, 8736, 6528, 7275, 9176, 1769, 389, 6918, 5947, 3421, 2709, 1460, 9799, 15238, 1027, 8820, 9233, 4728, 2771, 3903, 2534, 10143, 6134, 7221, 5143, 13758, 6952, 8131, 4670, 14398, 1894, 3539, 1187, 14217, 2492]|
85 |[8283, 4802]|
86 |[12076, 13963, 16660, 12823, 13200, 5973, 5104, 5818, 9229, 7631, 11918, 3526, 14922, 16473, 748, 2952, 14556, 6414, 12760, 12392, 14421, 818, 2980, 11487, 3128, 11362, 2605, 11387, 193, 6123, 2790, 6744, 16766, 9186, 15158]|
87 |[407, 5064, 5087, 14484, 2128, 3688, 1377, 13722, 12658, 9178, 14112, 10054, 16312, 1775, 15600, 833, 4049, 3011, 1970, 14814, 16490, 16534]|
88 |[41, 11659, 13075, 15223, 6282, 15169, 12269, 15092, 5345, 15424, 2336, 11709, 14719, 11850, 10293, 12960, 13693, 6982, 14611, 8611, 11538, 13859, 5643, 14814, 3011, 1970, 8827, 4049, 4208, 12254, 9178, 16312, 10054, 12658]|
89 |[1326, 3491, 9175, 14280, 472, 11199, 16296, 11668, 4529, 10425, 5619, 11231, 7577, 8885]|
90 |[13306, 15170, 14511, 7577, 11231, 5619, 10425, 11668, 16296, 4529, 10138, 8880, 6608, 472, 11862, 14280, 3491, 9175, 16691, 12205, 11126, 1326, 10584, 2324, 11199, 12757, 9319, 8885, 1725, 4571, 772, 7229, 10605, 1467, 11877, 3187, 5686, 2077, 3763]|
91 |[12382, 11820, 15826, 2601, 5763, 15160, 147, 353, 10605, 772, 7229, 5439, 1400, 4599, 2428, 5056, 3764, 6162, 4447]|
92 []
93 |[2132, 9589, 2078, 8128, 4612, 364, 14369, 14, 5405, 5337, 14069, 10456, 16115, 2942, 14258, 6878, 6341]|
94 |[973, 4642, 9689, 12451, 13469, 3624, 1393, 11977, 5525, 5992, 1852, 5031, 4507, 4557, 4680, 11355, 11717, 14045, 13108, 4216, 10315, 10957, 15779, 5995, 16768, 5364]|
95 |[8458, 8325, 6592, 16707, 4653, 1836, 1655, 10671, 9265, 14767, 3876, 6123, 10104, 11387, 2790, 2982, 11476, 2980, 6143, 2165, 16339, 8143, 14556, 2952, 11248, 748, 16473, 14922]|
96 |[3146, 16176, 7463, 6285, 4997, 5390, 5521, 9046, 16238, 13918, 10585]|
97 |[8946, 6978, 4127, 4548]|
98 []
99 |[5517, 9869, 13078, 7452, 5375, 4780, 2208, 9570, 5972, 13817]|
100 |[12919, 8593, 9089, 6669, 4716, 12277, 8966, 12995, 14378, 9385, 6482, 3388, 14698]|
101 |[11709, 15092, 6282, 15223, 13075, 15169, 12269, 41, 11659, 8611, 5345, 15424, 2336, 14814, 1970, 3011, 14719, 4049, 11850, 12960, 10293, 13693, 16312, 9178, 14112]|
102 |[11850, 12960, 10293, 13693, 14719, 2336, 6982, 14611, 5345, 15424, 11538, 11659, 13859, 5643, 41, 12269, 13075, 15169, 6282, 15223, 15092, 8827, 4208, 12254, 11709, 6290, 5504, 741, 4345]|
103 |[9149, 7926, 1921, 2288, 9929, 12634, 12407, 5770, 5268, 4006, 8221, 11017, 13679, 12483, 10859, 12467, 3674, 6239, 2208, 6192, 13078, 1989, 9869, 5517, 14665, 7452, 13885, 5375, 11640, 4780, 4124, 13817, 9570, 5972, 14331, 4589, 5214]|
104 |[5808, 14454, 7309, 1589, 4335, 11412, 3209, 11951, 9699, 15479, 11046, 15950, 10952, 14200, 862, 10268, 8424, 10686, 6666, 4656, 3289, 16676, 4982, 4328, 5228, 7138, 4689, 2150]|
105 |[14816, 12650, 11385, 477, 3023, 11562, 13753, 2581, 12148, 12750, 2742, 1749, 6482, 14378, 14960, 11685, 3853, 15746, 5088, 9089, 3896, 12919, 12209, 11065, 8593, 14571, 14654, 6669, 4716, 12277, 8551, 6572, 8966]|
106 |[14893, 3299, 1173, 10493, 5171, 10140, 12656, 12103, 8968, 2255, 8269, 3833, 12701, 16450, 3394, 16167, 1389, 3123, 580, 5777, 13038, 12713, 1807, 2879, 13786, 4394, 1098, 2334, 11380, 9564]|
107 |[16028, 16490, 15715, 16534, 833, 373, 9541, 15450, 15600, 1775, 16254, 1377, 11596, 14484, 751, 5064, 10445, 407, 733, 11491, 5087, 5166, 2128, 3688, 13722, 5214, 4589, 14112, 10054, 9178, 12658, 16312]|
108 |[748, 14556, 16473, 2952, 14922, 5818, 9229, 5104, 5973, 11918, 7631, 2980, 12823, 16660, 12076, 13963, 12760, 13200, 12392, 3526, 11387, 6414, 6123, 14421, 818, 11487, 2790, 3128, 11362, 2605, 16707, 193, 8458, 8325, 6592, 6744, 16766, 4653, 1836]|
109 |[5120, 15240, 14419, 1149, 16319, 6276, 16478, 230, 10189, 5083, 3764, 6162, 4447, 5056, 2428, 1400, 4599, 3290, 9009, 5439, 5117, 15254, 5763, 10491, 5252, 6719, 16346, 11356, 12382, 10885, 11820, 15826, 15160, 2601, 353, 13906, 147, 10605, 7229]|
110 |[9777, 10832, 12877, 2035, 7842, 11373, 3474, 3626, 9185, 10069, 3964, 2081, 11175, 15613, 1100, 12055, 11439, 510, 10326, 13549, 12767, 14492, 4186, 7356, 152, 403, 12933, 690, 16357, 1827, 14007, 3416, 6112, 606, 10675, 12630, 3479, 6001, 8298]|
111 |[5453, 3837, 13861, 37, 6822, 547, 8077, 6186, 1512, 12955, 14370, 8542, 11300, 1701, 9958, 4313, 15876, 8364, 5901, 1777, 1423, 11228, 6495, 2916, 11570, 4892, 9111, 12698, 7312, 10269, 11839, 8632, 9778, 6937, 7097, 1896, 6681, 7820, 14167]|
112 |[2709, 3421, 9176, 9799, 7275, 8820, 9233, 6528, 8736, 5665, 7363, 6134, 13867, 5143, 6952, 10044, 14398, 4670, 1894, 8412, 2492, 3539]|
113 |[11017, 10859, 12483, 12467, 3674, 6239, 6192, 1989, 12634, 9149, 1921, 7926, 2288, 9929, 14665, 12407, 5770, 13885, 11640, 5268, 4006]|
114 |[6669, 4716, 12277, 8966, 8593, 12919, 12995, 9385, 9089, 3388, 14698, 4268, 14378, 6482, 12913, 11100, 12750, 12148, 2581, 3023, 13753, 477, 11562, 11385]|
115 |[8325, 6592, 8458, 1836, 4653, 1655, 16707, 10671, 9265, 14767, 3876, 10104, 6123, 11387, 11476, 2982, 2165, 6143, 2790, 8143, 16339, 11248, 2980]|
116 |[15746, 3853, 5088, 11685, 3896, 14960, 1749, 11065, 12209, 14571, 14654, 8551, 2742, 6572, 8287, 15219, 2150, 14816, 12650, 11385, 13753, 11562, 477, 3023, 2581, 5228, 12148]|
117 |[6290, 5504, 741, 12254, 4208, 8827, 4345, 16155, 13859, 5643, 11538, 1426, 4182, 6982, 14611, 1676, 7627, 8262, 13693, 10293, 12960, 11850, 1190, 14719, 2336, 11959, 15424, 5345, 2226, 4887, 11659, 41, 12269, 9268, 13075, 15169, 6282, 12847, 9599]|
118 |[15600, 1775, 833, 16534, 16028, 15715, 16490, 1377, 373, 15450, 9541, 14484, 5064, 16254, 407, 11596, 5087, 2128, 751, 3688, 10445, 13722, 733, 12658, 9178, 10054, 14112, 16312, 11491, 5166, 4049, 3011, 1970, 14814, 8611, 5214]|
119 |[6192, 6239, 1989, 3674, 14665, 12467, 10859, 12483, 11017, 13885, 11640, 4124, 14331, 12634, 9149, 2288, 1921, 9929, 7926, 12897, 12407, 5770, 1559, 5268, 4006, 11509, 8221, 12142, 13679, 16662, 2208, 11120]|
120 |[11562, 13753, 3023, 477, 2581, 14816, 11385, 12650, 12148, 12750, 2742, 6482, 14378, 1749, 14960, 11685, 3853, 9089]|
